,PC1,PC2,PC3,PC4
"(('chr1', 18630000, 18640000), ('chr1', 200030000, 200040000))",-0.005057267505775571,-0.0039688523458605435,-0.021712585984122953,0.014662973381156146
"(('chr1', 18630000, 18640000), ('chr1', 213980000, 213990000))",0.04323250810693401,-0.01252251960144057,-0.046165318618530925,-0.0017315384084173099
"(('chr1', 18630000, 18640000), ('chr1', 220880000, 220890000))",-0.008906868203777233,0.020245848714477415,0.0015122883339824904,-0.13244430946556887
"(('chr1', 18630000, 18640000), ('chr1', 229490000, 229500000))",-0.017876076219487384,-0.029204458287525725,-0.026039773075333426,0.044517115492951835
"(('chr1', 24930000, 24940000), ('chr1', 44410000, 44420000))",0.019950073563016025,-0.0015727266609435403,0.0188287796468968,-0.0029720883343956226
"(('chr1', 24930000, 24940000), ('chr1', 46480000, 46490000))",0.01627446153028269,-0.004829568436491938,-0.03158269440688286,0.00026424022991905933
"(('chr1', 24930000, 24940000), ('chr1', 47180000, 47250000))",0.012893097749583323,-0.004569439464374184,-0.017612217071854355,0.013985275898589786
"(('chr1', 24930000, 24940000), ('chr1', 47430000, 47440000))",0.018542368857751675,-0.007721139576177921,0.0050768856214018455,-0.003245887779184723
"(('chr1', 24930000, 24940000), ('chr1', 50415000, 50430000))",0.04333458649393617,-0.018169775064644685,0.03553907116206682,-0.0061266936908138244
"(('chr1', 24930000, 24940000), ('chr1', 63320000, 63330000))",0.02431643082905721,-0.01981578317834454,0.0457642124902021,0.008534530129085813
"(('chr1', 24930000, 24940000), ('chr1', 75120000, 75140000))",0.025836553987783492,0.02843353720980199,-0.017342003953259102,0.021550952619123813
"(('chr1', 24930000, 24940000), ('chr1', 90710000, 90735000))",0.0284184443188384,-0.015603445635736457,0.04272659147125183,-0.00536554096519101
"(('chr1', 24930000, 24940000), ('chr1', 92460000, 92500000))",0.047662847014226566,-0.004338024209984916,-0.04034119534461834,0.005582762247438251
"(('chr1', 24930000, 24940000), ('chr1', 118970000, 119010000))",0.017303515380725238,0.000963357161744317,0.0036196233255153076,-0.007285495964843954
"(('chr1', 24930000, 24940000), ('chr1', 165350000, 165360000))",0.0702320307550225,0.02819636921162053,-0.03650952313963583,0.02113406820943719
"(('chr1', 24930000, 24940000), ('chr1', 180230000, 180240000))",0.011024826875768737,0.015805801433544178,-0.016301552586580358,-0.06406399691405466
"(('chr1', 24930000, 24940000), ('chr1', 200030000, 200040000))",0.09735323281815936,-0.0202834325242599,-0.0697067556316799,0.002415378550504567
"(('chr1', 24930000, 24940000), ('chr1', 220880000, 220890000))",0.009988422771232533,0.13588326908092677,0.03723061034492426,0.06271339788508254
"(('chr1', 44410000, 44420000), ('chr1', 47430000, 47440000))",0.019411973926374133,-0.0005319037191640634,0.011815968746074402,-0.000694341847501739
"(('chr1', 44410000, 44420000), ('chr1', 47710000, 47720000))",-0.00013219395943490946,-0.0027697322412173248,0.0271510602982134,-0.007369157814808368
"(('chr1', 44410000, 44420000), ('chr1', 50415000, 50430000))",0.03093873659838103,0.00793164400947812,-0.018875876082038733,0.0030556002024097243
"(('chr1', 44410000, 44420000), ('chr1', 63320000, 63330000))",0.01560428239358992,-0.0017913384787788182,-0.028096798371975967,0.00859609373060877
"(('chr1', 44410000, 44420000), ('chr1', 75120000, 75140000))",0.03736960964642229,0.03868969426938595,-0.016016447170824944,-0.021951914213774758
"(('chr1', 44410000, 44420000), ('chr1', 90710000, 90735000))",0.03605539477371367,-0.014503740479087968,0.04004437700632714,-0.0008585632778119625
"(('chr1', 44410000, 44420000), ('chr1', 92460000, 92500000))",0.06048118352356115,0.023084720186813165,-0.03617474000753807,0.001928570784113283
"(('chr1', 44410000, 44420000), ('chr1', 118180000, 118190000))",0.04725675209774974,-0.013099596264023069,-0.047915784580338,-0.0014231869267733086
"(('chr1', 44410000, 44420000), ('chr1', 118970000, 119010000))",0.025732229114262133,0.0007262707230122896,0.0035478877256196056,-0.011510163998471323
"(('chr1', 44410000, 44420000), ('chr1', 165350000, 165360000))",-0.011943147995847139,0.019556128741145557,-0.011521178133050541,0.012776757784616745
"(('chr1', 44410000, 44420000), ('chr1', 180230000, 180240000))",0.019158434627565148,0.04273666709499431,-0.012043315821398216,-0.0033256132930071414
"(('chr1', 44410000, 44420000), ('chr1', 197910000, 197920000))",-0.019651329188906542,-0.005513253803412137,-0.02678049113008999,-0.02664293953160574
"(('chr1', 44410000, 44420000), ('chr1', 200030000, 200040000))",0.039464556147328175,-0.02578261820903576,0.09765791058178551,0.0033933685634050612
"(('chr1', 44410000, 44420000), ('chr1', 213980000, 213990000))",0.009988422771232533,0.13588326908092677,0.03723061034492426,0.06271339788508254
"(('chr1', 44410000, 44420000), ('chr1', 220880000, 220890000))",-0.015517673379846908,0.0026540248748171086,-0.023576478675983698,-0.125428292135126
"(('chr1', 46480000, 46490000), ('chr1', 50415000, 50430000))",0.014758424129638549,0.007421812558585118,0.006444718522182139,-0.009789936964842939
"(('chr1', 46480000, 46490000), ('chr1', 75120000, 75140000))",0.03297988108459197,-0.017920399024877513,0.03644814978556643,-0.0003246744089217942
"(('chr1', 46480000, 46490000), ('chr1', 90710000, 90735000))",0.021124179325761116,0.0026461487688021444,-0.029484858740116932,0.0064080313733040515
"(('chr1', 46480000, 46490000), ('chr1', 92460000, 92500000))",0.02847193825025684,-0.00838735605188734,-0.008111478327900535,-0.00456418500827635
"(('chr1', 46480000, 46490000), ('chr1', 118180000, 118190000))",-0.0031276064049376457,0.06954411438941077,0.008942579414431528,0.005193674702821436
"(('chr1', 46480000, 46490000), ('chr1', 118970000, 119010000))",-0.014847591839201438,0.003405597122918502,-0.015422754368198139,-0.028087844218374576
"(('chr1', 46480000, 46490000), ('chr1', 165350000, 165360000))",0.017972438782796942,-0.009729765672431102,-0.03846911967614686,-0.011966689995712402
"(('chr1', 46480000, 46490000), ('chr1', 180230000, 180240000))",0.032997903600308236,-0.02368425597513047,-0.04345530461674427,0.058682651921261444
"(('chr1', 46480000, 46490000), ('chr1', 197910000, 197920000))",0.028051333719779505,0.01886222195871593,-0.026411845276717732,-0.006372454577837583
"(('chr1', 46480000, 46490000), ('chr1', 200030000, 200040000))",0.008008901977157212,-0.040929290318819256,0.10157648240605617,0.04931856951451437
"(('chr1', 46480000, 46490000), ('chr1', 220880000, 220890000))",-0.01790978814431192,-0.022494704280255903,-0.024187638423512382,0.06719161917475974
"(('chr1', 47180000, 47250000), ('chr1', 50415000, 50430000))",0.012691067859927617,0.00977830674065761,0.005511654071534071,-0.00774320143788415
"(('chr1', 47180000, 47250000), ('chr1', 63320000, 63330000))",0.011468737124330964,0.0031017966797870153,0.006800555211952815,-0.011383951288910257
"(('chr1', 47180000, 47250000), ('chr1', 75120000, 75140000))",0.005552034062039237,0.012488529187775274,0.016093646008488612,-0.020351851701293625
"(('chr1', 47180000, 47250000), ('chr1', 90710000, 90735000))",0.012513512096742088,-0.00046979482982523185,0.022398688347055735,-0.011964520628434212
"(('chr1', 47180000, 47250000), ('chr1', 90830000, 90840000))",0.02157024414765845,-0.009488735231025145,0.00952430568051329,-0.009503322277102131
"(('chr1', 47180000, 47250000), ('chr1', 92460000, 92500000))",0.017246292761869488,-0.011021057048868528,0.015215402956276415,0.002199078834853148
"(('chr1', 47180000, 47250000), ('chr1', 118970000, 119010000))",0.012171594289662987,8.682117627597063e-05,0.006635187338499833,-0.00544584707228377
"(('chr1', 47180000, 47250000), ('chr1', 165350000, 165360000))",0.034144955374406455,-0.007394352460525098,-0.041987236557209436,-0.007420963768255776
"(('chr1', 47180000, 47250000), ('chr1', 180230000, 180240000))",-0.0017097046331293571,0.02314890773014376,-0.010289011122063636,0.019134878236538727
"(('chr1', 47180000, 47250000), ('chr1', 197910000, 197920000))",0.002140918361254233,-0.0006108776793642987,0.06107753560614759,-0.02957639539632101
"(('chr1', 47180000, 47250000), ('chr1', 213980000, 213990000))",-0.002270948642000032,-0.026670077630211717,0.007450786476174718,0.023721456937006606
"(('chr1', 47180000, 47250000), ('chr1', 220880000, 220890000))",0.06220031757958203,-0.003501182046171793,-0.04833259211556678,-0.030427261869482757
"(('chr1', 47180000, 47250000), ('chr1', 229490000, 229500000))",-0.011597500868457365,0.016659799421180847,-0.009949199289745483,0.043633196163084885
"(('chr1', 47430000, 47440000), ('chr1', 63320000, 63330000))",0.019940897148729948,-0.007012426807135658,0.0017544503262843995,-0.024058065669046058
"(('chr1', 47430000, 47440000), ('chr1', 75120000, 75140000))",0.022509050222951,-0.007525451982713661,0.04009394616011485,-0.006120195673929049
"(('chr1', 47430000, 47440000), ('chr1', 90710000, 90735000))",0.018206231122181137,0.018843667534789155,-0.020259618296136497,0.01103975360341554
"(('chr1', 47430000, 47440000), ('chr1', 90830000, 90840000))",0.030295207766461524,-0.009559145242281174,-0.04104898900727328,-0.0310070376018631
"(('chr1', 47430000, 47440000), ('chr1', 92460000, 92500000))",0.003151365422879673,-0.011446302865564384,0.04282234005838319,0.0005557594853440567
"(('chr1', 47430000, 47440000), ('chr1', 118970000, 119010000))",0.02848310024510526,-0.0014274292994321878,0.005423140679362981,-0.016481125037493945
"(('chr1', 47430000, 47440000), ('chr1', 165350000, 165360000))",0.018087903935553627,0.047322914729458855,-0.007291008261507237,-0.03518660859337654
"(('chr1', 47430000, 47440000), ('chr1', 180230000, 180240000))",0.026692158438381155,-0.0003045757967922363,0.027357947332518295,0.012951972535904003
"(('chr1', 47430000, 47440000), ('chr1', 197910000, 197920000))",0.06489124062907255,-0.0009864978660247313,-0.0468544954100852,-0.02587253729036413
"(('chr1', 47430000, 47440000), ('chr1', 200030000, 200040000))",0.020915366474417184,-0.03656234058317959,0.15927213463399637,0.0004815476213441733
"(('chr1', 47430000, 47440000), ('chr1', 213980000, 213990000))",0.04727582743079849,0.038199215287035376,-0.02063238511337155,-0.006263120703756356
"(('chr1', 47430000, 47440000), ('chr1', 220880000, 220890000))",-0.00330273644458009,0.0605877652476333,0.008776868405149494,-0.054656507358545534
"(('chr1', 47710000, 47720000), ('chr1', 63320000, 63330000))",0.01175065186631827,0.006937154482538886,-0.023776913313752115,-0.007273053239144181
"(('chr1', 47710000, 47720000), ('chr1', 75120000, 75140000))",0.010850123772247982,0.054303560662928435,-0.0006759575376090514,-0.006798507591906475
"(('chr1', 47710000, 47720000), ('chr1', 90710000, 90735000))",-0.001554742884150718,0.007589405846962625,0.041319935777903924,-0.01079379805901622
"(('chr1', 47710000, 47720000), ('chr1', 90830000, 90840000))",-0.00026496617534675637,-0.007070905600222949,-0.026507893429647586,0.007773628285431893
"(('chr1', 47710000, 47720000), ('chr1', 92460000, 92500000))",0.03128633565176458,-0.013494218621316216,0.02121420490808922,-0.023187209645309168
"(('chr1', 47710000, 47720000), ('chr1', 118970000, 119010000))",0.018603525623769615,0.015644008094334073,-0.007339153736811495,-0.005128585308282718
"(('chr1', 47710000, 47720000), ('chr1', 180230000, 180240000))",0.031601929391032096,-0.012040981806471519,0.05059611444259994,-0.028925950502775404
"(('chr1', 47710000, 47720000), ('chr1', 197910000, 197920000))",0.09735323281815936,-0.0202834325242599,-0.0697067556316799,0.002415378550504567
"(('chr1', 47710000, 47720000), ('chr1', 213980000, 213990000))",0.057490719421117886,-0.014567147367143549,-0.05236735647674547,-0.000639024983695621
"(('chr1', 47710000, 47720000), ('chr1', 220880000, 220890000))",-0.017257534183213543,-0.019385237500703135,-0.02028636573433256,0.11092142024247095
"(('chr1', 50415000, 50430000), ('chr1', 63320000, 63330000))",0.022613901185790458,0.004784056535281044,0.0072164824339437245,-0.01772739126245072
"(('chr1', 50415000, 50430000), ('chr1', 75120000, 75140000))",0.013393686158464518,0.014865360900540577,0.018577749591779213,-0.006081467440606457
"(('chr1', 50415000, 50430000), ('chr1', 90710000, 90735000))",0.024235201096013476,0.014533320938804759,-0.01384502478071361,-0.009652383783005758
"(('chr1', 50415000, 50430000), ('chr1', 90830000, 90840000))",0.030133172746334928,0.0009986292729918284,0.015819480279547205,-0.007431762402289103
"(('chr1', 50415000, 50430000), ('chr1', 92460000, 92500000))",0.04403606687623685,-0.00579432709963301,-0.008978576402736404,-0.010718968876120106
"(('chr1', 50415000, 50430000), ('chr1', 118970000, 119010000))",0.028944316217722258,0.01183956472083792,-0.01497928436224364,-0.0009492915152535626
"(('chr1', 50415000, 50430000), ('chr1', 165350000, 165360000))",0.012481818481255066,0.001113348832618325,-0.028047071792459976,0.02283961027572668
"(('chr1', 50415000, 50430000), ('chr1', 180230000, 180240000))",0.056783616783264525,0.007761652342603924,-0.04097147437538413,-0.015400109195126549
"(('chr1', 50415000, 50430000), ('chr1', 197910000, 197920000))",0.07548254728179161,0.018810944493491685,-0.04293632595747211,0.017510232172048775
"(('chr1', 50415000, 50430000), ('chr1', 200030000, 200040000))",0.01869306881238995,-0.010900092676079508,0.024046577532335064,-0.04445771046126199
"(('chr1', 50415000, 50430000), ('chr1', 213980000, 213990000))",-0.0014148407768073564,0.06817038914280743,0.01278901478268835,0.09829122205455854
"(('chr1', 50415000, 50430000), ('chr1', 220880000, 220890000))",0.02685658783712458,0.0005178692710090978,0.03380315837308417,-0.01220666663286925
"(('chr1', 63320000, 63330000), ('chr1', 75120000, 75140000))",0.014844951671786677,0.01188090060274762,0.012667243185719781,-0.013638061106446834
"(('chr1', 63320000, 63330000), ('chr1', 90710000, 90735000))",0.013406365078438355,0.00027943102530315585,0.007168079494036801,-0.018980260098312635
"(('chr1', 63320000, 63330000), ('chr1', 90830000, 90840000))",0.021934400693238588,-1.961557322440972e-05,-0.01930715637195548,-0.012237385203667805
"(('chr1', 63320000, 63330000), ('chr1', 92460000, 92500000))",0.03092562066550513,-0.009559891759791168,0.0027501125272874974,-0.025254696772843494
"(('chr1', 63320000, 63330000), ('chr1', 118970000, 119010000))",0.02390024005181471,0.002606893684996372,0.026224321757193726,-0.01608957804252609
"(('chr1', 63320000, 63330000), ('chr1', 165350000, 165360000))",0.06586034892864794,-0.0011018338601757546,-0.04812105665259774,-0.02284599769356572
"(('chr1', 63320000, 63330000), ('chr1', 180230000, 180240000))",0.03955421911681203,-0.010757648256730453,-0.044218897742227974,0.00978605621318056
"(('chr1', 63320000, 63330000), ('chr1', 197910000, 197920000))",0.021720008531079985,-0.02280918701923743,0.03166238283734489,0.0017858146849276508
"(('chr1', 63320000, 63330000), ('chr1', 200030000, 200040000))",0.04729644596367331,0.02186417765804276,-0.030006195192261245,-0.014864610652245645
"(('chr1', 63320000, 63330000), ('chr1', 213980000, 213990000))",0.06930663592149632,0.011947452443479192,-0.04461405621424223,0.011658483295153848
"(('chr1', 63320000, 63330000), ('chr1', 220880000, 220890000))",0.034041270372029385,0.011392078407748231,-0.0341975773106989,-0.027241753671125118
"(('chr1', 75120000, 75140000), ('chr1', 90710000, 90735000))",0.012290249017728485,0.014839711294383693,-0.0006152534448051472,-0.009288798932499938
"(('chr1', 75120000, 75140000), ('chr1', 90830000, 90840000))",0.010641258597981283,-0.008200990972043902,0.007963014729233739,-0.02248063689142022
"(('chr1', 75120000, 75140000), ('chr1', 92460000, 92500000))",0.007783239205657825,0.002915854179233395,0.02219842935689053,-0.023228330453633227
"(('chr1', 75120000, 75140000), ('chr1', 118970000, 119010000))",0.02138519636297782,0.010540835789111766,0.021328057801427217,-0.006212179465556438
"(('chr1', 75120000, 75140000), ('chr1', 165350000, 165360000))",0.01799514422885504,0.035049167070370764,-0.01314289107736821,0.05299166796965619
"(('chr1', 75120000, 75140000), ('chr1', 180230000, 180240000))",-0.00494866312909449,0.019277124598812753,0.022346957753188536,0.007564581273400468
"(('chr1', 75120000, 75140000), ('chr1', 197910000, 197920000))",0.02552096943302305,-0.012603123027473132,0.056981311002770985,0.029135801979850794
"(('chr1', 75120000, 75140000), ('chr1', 200030000, 200040000))",0.03695395765467727,0.0032261356982861878,-0.03559259007978214,-0.01442742269029599
"(('chr1', 75120000, 75140000), ('chr1', 213980000, 213990000))",0.016559756592986502,0.010592139935922763,0.035652650818869897,0.033687316453820566
"(('chr1', 75120000, 75140000), ('chr1', 220880000, 220890000))",0.00808660034786863,0.02267331691084931,-0.014869308665665763,-0.03843145331635304
"(('chr1', 75120000, 75140000), ('chr1', 229490000, 229500000))",0.0,-0.0,-0.0,-0.0
"(('chr1', 90710000, 90735000), ('chr1', 118180000, 118190000))",-0.00037732042325879666,0.030630915284582127,0.04431609470833575,-0.0013851710916248563
"(('chr1', 90710000, 90735000), ('chr1', 118970000, 119010000))",0.03231083046600838,0.01308040450307762,0.013829181974033052,-0.004589633808419838
"(('chr1', 90710000, 90735000), ('chr1', 165350000, 165360000))",0.04812860130143693,-0.004566763716502513,0.008092373737454325,-0.019918041880458492
"(('chr1', 90710000, 90735000), ('chr1', 180230000, 180240000))",0.01812129893611209,0.0034985834414202007,-0.007281889816954899,-0.002134898605014948
"(('chr1', 90710000, 90735000), ('chr1', 197910000, 197920000))",0.06588288533802053,0.010189794532867289,-0.04284007959037122,-0.0087713632565263
"(('chr1', 90710000, 90735000), ('chr1', 200030000, 200040000))",0.011679569115878976,0.010696875946477474,-0.01993336305746946,0.051849651085875505
"(('chr1', 90710000, 90735000), ('chr1', 213980000, 213990000))",0.016254569692565682,0.027839690477639442,-0.01802344352629875,-0.01277083055992338
"(('chr1', 90710000, 90735000), ('chr1', 220880000, 220890000))",0.021782674290441867,-0.010198512250803546,0.0211012599393405,0.007437326293969987
"(('chr1', 90710000, 90735000), ('chr1', 229490000, 229500000))",-0.017437282874790933,0.03030367097814664,-0.0011715860495129693,0.04717087901176773
"(('chr1', 90830000, 90840000), ('chr1', 118970000, 119010000))",0.027923668815562314,0.006709294502749346,0.016266307173005652,-0.010146579432617785
"(('chr1', 90830000, 90840000), ('chr1', 165350000, 165360000))",0.03399095895456678,0.0034629913923293087,-0.029969159840900393,0.025614038927904786
"(('chr1', 90830000, 90840000), ('chr1', 180230000, 180240000))",0.016339922863849537,-0.02878303049306973,0.08653718252393892,-0.012277747826486567
"(('chr1', 90830000, 90840000), ('chr1', 197910000, 197920000))",0.018283727796206243,0.0018098405265078532,0.018773567372415072,0.027103112530303033
"(('chr1', 90830000, 90840000), ('chr1', 200030000, 200040000))",0.0009072079650587818,0.001905268518235496,-0.020694478480468674,0.05104271955259337
"(('chr1', 90830000, 90840000), ('chr1', 213980000, 213990000))",-0.007448145660769297,0.03234446549237958,-0.00014268650231859503,0.1171149438266766
"(('chr1', 90830000, 90840000), ('chr1', 220880000, 220890000))",0.023961130314696922,-3.091824333026868e-05,-0.029766506853097983,-0.06610907451025465
"(('chr1', 90830000, 90840000), ('chr1', 229490000, 229500000))",0.05903654163089196,0.048208575595782475,-0.02280588071070855,0.028861044543550183
"(('chr1', 92460000, 92500000), ('chr1', 118180000, 118190000))",0.02027736398728899,0.021045292458313384,-0.015197000502354183,-0.041254452939689386
"(('chr1', 92460000, 92500000), ('chr1', 118970000, 119010000))",0.023427222823627712,0.0043359053533989465,-0.0031322695412225408,0.005646275345578068
"(('chr1', 92460000, 92500000), ('chr1', 165350000, 165360000))",0.010504173165779743,0.04654480621438732,-0.0023322300224558248,-0.03296985593605517
"(('chr1', 92460000, 92500000), ('chr1', 180230000, 180240000))",0.028832767005675383,-0.014213178498750388,0.05816435256705187,0.020656800854699002
"(('chr1', 92460000, 92500000), ('chr1', 197910000, 197920000))",0.0019126007061487597,0.09369979797264427,0.01797767456361776,0.003143371855715085
"(('chr1', 92460000, 92500000), ('chr1', 200030000, 200040000))",0.014035478234136907,0.002052369962427641,-0.027022898721823826,0.047207857023377264
"(('chr1', 92460000, 92500000), ('chr1', 213980000, 213990000))",0.009988422771232533,0.13588326908092677,0.03723061034492426,0.06271339788508254
"(('chr1', 92460000, 92500000), ('chr1', 220880000, 220890000))",0.03188700250405836,0.011853237919346822,-0.02910388443828711,-0.012214362855677731
"(('chr1', 118180000, 118190000), ('chr1', 165350000, 165360000))",0.05552566470075794,-0.004329737247679701,-0.041672532211216785,-0.0506699538793913
"(('chr1', 118180000, 118190000), ('chr1', 180230000, 180240000))",-0.018207657066498233,-0.0037119987812021284,-0.019440070828051405,-0.006439296190231015
"(('chr1', 118180000, 118190000), ('chr1', 213980000, 213990000))",0.09735323281815936,-0.0202834325242599,-0.0697067556316799,0.002415378550504567
"(('chr1', 118970000, 119010000), ('chr1', 165350000, 165360000))",0.03310529901994118,0.004824055540122004,-0.034449447308943615,0.019833244733415245
"(('chr1', 118970000, 119010000), ('chr1', 180230000, 180240000))",0.01957282507707782,-0.0039509365952038345,0.034003671011365574,0.011128898407335497
"(('chr1', 118970000, 119010000), ('chr1', 197910000, 197920000))",0.03688062950307904,0.01263494948007807,-0.003730801330271885,-0.025132542691744097
"(('chr1', 118970000, 119010000), ('chr1', 200030000, 200040000))",0.014338165047947927,-0.00654361839958983,-0.03116611290716153,0.018749309910207474
"(('chr1', 118970000, 119010000), ('chr1', 213980000, 213990000))",0.06215058559425053,-0.0015027504953212785,-0.04869480787687851,-0.008538080986811135
"(('chr1', 118970000, 119010000), ('chr1', 220880000, 220890000))",0.0002622756304557466,-0.0034012926775813085,0.010735677508807826,-0.00950821543575138
"(('chr1', 165350000, 165360000), ('chr1', 180230000, 180240000))",0.02277604248952571,0.00270189485270139,0.0021627344890231114,-0.0015574244311472945
"(('chr1', 165350000, 165360000), ('chr1', 197910000, 197920000))",0.0199070862120596,0.014205851148801458,-0.025936541647173846,-0.020163714510407466
"(('chr1', 165350000, 165360000), ('chr1', 200030000, 200040000))",0.01635436068984696,0.049270983324026234,-0.005471122836525281,-0.0006855667310638936
"(('chr1', 165350000, 165360000), ('chr1', 213980000, 213990000))",0.0028215667281336074,0.0285695203342119,-0.011276195722162553,0.009272133815283452
"(('chr1', 165350000, 165360000), ('chr1', 220880000, 220890000))",0.03072797996451319,0.004661213926259442,-0.010817393879482008,-0.013692526637233986
"(('chr1', 165350000, 165360000), ('chr1', 229490000, 229500000))",-0.008906868203777233,0.020245848714477415,0.0015122883339824904,-0.13244430946556887
"(('chr1', 180230000, 180240000), ('chr1', 197910000, 197920000))",0.010459727596010776,0.0014215524429292154,0.016340356524002543,-0.019579391336385293
"(('chr1', 180230000, 180240000), ('chr1', 200030000, 200040000))",0.023396429990697663,-0.02264137596588736,0.061789216026401174,-0.003185511118758214
"(('chr1', 180230000, 180240000), ('chr1', 213980000, 213990000))",0.013570809217144911,0.026315576236849755,-0.014118581302759503,0.03820226334547263
"(('chr1', 180230000, 180240000), ('chr1', 220880000, 220890000))",0.02526032641903018,0.01193256054894516,-0.026407433582332836,-0.019687471566141767
"(('chr1', 197910000, 197920000), ('chr1', 213980000, 213990000))",0.00860344038122385,-0.009888214495316525,0.023521170767050483,0.0022274329160063204
"(('chr1', 197910000, 197920000), ('chr1', 220880000, 220890000))",0.03297925887142308,-0.010192081141014685,0.008318549122922018,-0.011251086183020781
"(('chr1', 197910000, 197920000), ('chr1', 229490000, 229500000))",0.026558331529098027,-0.03160408037439299,0.06855160478892082,0.020322453325311487
"(('chr1', 200030000, 200040000), ('chr1', 213980000, 213990000))",0.0044175765897337665,0.01197134391498121,-0.017645054303901356,-0.04121610523906655
"(('chr1', 200030000, 200040000), ('chr1', 220880000, 220890000))",0.024122894753746352,0.004491568792132817,0.012974560606618325,0.005794739548434004
"(('chr1', 213980000, 213990000), ('chr1', 220880000, 220890000))",0.015132319320279699,-0.0033676092834557265,-0.004186443241197998,-0.006703200139757688
"(('chr1', 220880000, 220890000), ('chr1', 229490000, 229500000))",0.03419679120075142,0.023112493049357214,-0.02825916182286194,0.0067426193169126385
"(('chr2', 5690000, 5700000), ('chr2', 19350000, 19360000))",0.007528969223644575,0.12083164250738905,0.03258143326160314,0.037311232005896144
"(('chr2', 5690000, 5700000), ('chr2', 44930000, 44940000))",0.006454057908185845,0.11838507030226963,0.030126968084887084,0.05404514139228652
"(('chr2', 5690000, 5700000), ('chr2', 45000000, 45010000))",-0.001501796603915096,0.06780760749304643,0.011140401951420282,0.05520996936238238
"(('chr2', 5690000, 5700000), ('chr2', 63050000, 63060000))",-0.019128452061330098,0.010698062189030893,-0.009487521914462328,0.04000280001220213
"(('chr2', 5690000, 5700000), ('chr2', 66430000, 66440000))",0.06066149424652143,0.04530393366831455,-0.024794875506884164,0.027739524057414287
"(('chr2', 5690000, 5700000), ('chr2', 66575000, 66585000))",0.04455905558892583,0.03722230532210221,-0.02405691025884063,-0.003562370388974161
"(('chr2', 5690000, 5700000), ('chr2', 70880000, 70890000))",0.05286877614280762,0.05923360491858496,-0.015256335362840594,0.033117953503254784
"(('chr2', 5690000, 5700000), ('chr2', 72140000, 72150000))",0.06593082906993303,0.01459985390150483,-0.03962787058378884,-0.005556785662588929
"(('chr2', 5690000, 5700000), ('chr2', 74455000, 74465000))",-0.019651329188906542,-0.005513253803412137,-0.02678049113008999,-0.02664293953160574
"(('chr2', 5690000, 5700000), ('chr2', 118218000, 118228000))",0.004743939423197931,0.10378751959902667,0.027316809850723364,0.008546391523828417
"(('chr2', 5690000, 5700000), ('chr2', 118830000, 118840000))",-0.001029438189165875,0.0730554645890144,0.013255522577183716,0.062069812037399634
"(('chr2', 5690000, 5700000), ('chr2', 156315000, 156345000))",-0.014292783927520198,0.01673634680279668,-0.01684945964816827,-0.042395394603463754
"(('chr2', 5690000, 5700000), ('chr2', 170350000, 170360000))",-0.008906868203777233,0.020245848714477415,0.0015122883339824904,-0.13244430946556887
