,PC1,PC2,PC3,PC4
"(('chr1', 46480000, 46490000), ('chr1', 50415000, 50430000))",0.021927642456633152,0.00606757573270139,0.006805392019384108,-0.010488787933165331
"(('chr1', 46480000, 46490000), ('chr1', 75120000, 75140000))",0.02146873607679161,-0.003719251055052815,0.004813542897274201,-0.03238517160830013
"(('chr1', 46480000, 46490000), ('chr1', 90710000, 90735000))",0.02041933478339883,-0.002105180362570394,-0.011026546052414406,0.004361241425905805
"(('chr1', 46480000, 46490000), ('chr1', 92460000, 92500000))",0.012390295900511253,-0.0015361584345890225,0.041362119142274216,-0.0002785979989994787
"(('chr1', 46480000, 46490000), ('chr1', 118180000, 118190000))",0.015705919033125345,0.07186340767458031,-0.012801724544019916,0.04680389600073243
"(('chr1', 46480000, 46490000), ('chr1', 118970000, 119010000))",0.03828983814119305,-0.008946175689903284,-0.0003881641839809898,-0.029616282955389282
"(('chr1', 46480000, 46490000), ('chr1', 165350000, 165360000))",0.05090731096071513,0.023680807257421707,-0.004050801365112696,0.006103152218813177
"(('chr1', 46480000, 46490000), ('chr1', 180230000, 180240000))",0.019410858533031466,-0.011923738392019836,0.02660533971413085,-0.08976994289765287
"(('chr1', 46480000, 46490000), ('chr1', 197910000, 197920000))",0.020591362180161228,0.034550988397116955,0.008527283675638856,0.04719233528843222
"(('chr1', 46480000, 46490000), ('chr1', 200030000, 200040000))",0.022641757056830657,0.008820077335289273,-0.006135478987376623,0.10231783681822183
"(('chr1', 46480000, 46490000), ('chr1', 220880000, 220890000))",0.02479103371043366,-0.011859875419933616,0.07949315356121114,-0.06491679676360065
"(('chr1', 47180000, 47250000), ('chr1', 50415000, 50430000))",0.01999061464379669,0.009689960024851244,0.011733763414507265,-0.011838831171882645
"(('chr1', 47180000, 47250000), ('chr1', 63320000, 63330000))",0.019755075589535397,-0.0016756695182080555,0.022912053794524063,0.0024718172285068266
"(('chr1', 47180000, 47250000), ('chr1', 75120000, 75140000))",0.014900957347530218,0.011776663873222163,0.015925974825204754,0.005426916340848478
"(('chr1', 47180000, 47250000), ('chr1', 90710000, 90735000))",0.027421033333557394,0.005640971981751381,-0.007613945174707976,0.004495318274681503
"(('chr1', 47180000, 47250000), ('chr1', 90830000, 90840000))",0.024789558235666607,-0.01562833262260554,0.002362541889475958,-0.03276529512753002
"(('chr1', 47180000, 47250000), ('chr1', 92460000, 92500000))",0.01614855356979125,0.006628328828644598,-0.0016700367569178413,-0.01265450613829931
"(('chr1', 47180000, 47250000), ('chr1', 118970000, 119010000))",0.03283993826321037,0.005520781438810998,-0.0003298239466599102,-0.0018199717892842754
"(('chr1', 47180000, 47250000), ('chr1', 165350000, 165360000))",0.018119400408700213,-0.0013344703768531552,-0.038516667226716775,-0.06889766690318179
"(('chr1', 47180000, 47250000), ('chr1', 180230000, 180240000))",0.030047307949980756,0.0008251679943106187,0.005344287413025894,-0.030529881460645142
"(('chr1', 47180000, 47250000), ('chr1', 197910000, 197920000))",0.029911679942128056,-0.006258667057554168,0.028414587803492937,0.012489733827365007
"(('chr1', 47180000, 47250000), ('chr1', 213980000, 213990000))",0.012831565127166477,0.030639271483446726,0.011877493051579136,0.026909006662624226
"(('chr1', 47180000, 47250000), ('chr1', 220880000, 220890000))",0.03448342141725224,-0.004441259066274689,-0.0005796486679047602,0.0199303111793667
"(('chr1', 47180000, 47250000), ('chr1', 229490000, 229500000))",0.038897473296178875,0.017693760161693033,-0.06635297318626143,-0.058944948000186986
"(('chr1', 47430000, 47440000), ('chr1', 63320000, 63330000))",0.02110730510023233,-0.0012677631314631354,0.033004029572306845,-0.020766606484631297
"(('chr1', 47430000, 47440000), ('chr1', 75120000, 75140000))",0.025609308245713062,0.02580066281848848,-0.00556914505476313,-0.022806060570074782
"(('chr1', 47430000, 47440000), ('chr1', 90710000, 90735000))",0.0293818915816936,0.015852433532323237,0.009639225211414679,-0.02039254932932626
"(('chr1', 47430000, 47440000), ('chr1', 90830000, 90840000))",0.03300381295510842,-0.019104173139554658,-0.036912884664923554,-0.0493594475010789
"(('chr1', 47430000, 47440000), ('chr1', 92460000, 92500000))",0.030919810183100513,-0.010389819388244292,0.026265221915805045,-0.007875291725430673
"(('chr1', 47430000, 47440000), ('chr1', 118970000, 119010000))",0.04235131747937198,0.003774964714946178,-0.01963336105283829,-0.022323528639280242
"(('chr1', 47430000, 47440000), ('chr1', 165350000, 165360000))",0.03328239919598857,-0.005388490156575334,-0.015385350355465215,0.01901381785128981
"(('chr1', 47430000, 47440000), ('chr1', 180230000, 180240000))",0.024763165598212913,0.015046654658421628,0.05537783712161881,-0.01091757057361824
"(('chr1', 47430000, 47440000), ('chr1', 197910000, 197920000))",0.03767507083268343,0.0054496199238672155,0.018066989582665127,-0.0027858227456301174
"(('chr1', 47430000, 47440000), ('chr1', 200030000, 200040000))",0.021330359224311677,-0.0002580335513232796,0.03210038556536404,-0.03219023654012644
"(('chr1', 47430000, 47440000), ('chr1', 213980000, 213990000))",0.03592338299344905,0.029353641992557983,-0.03364429365959425,0.01808535681727497
"(('chr1', 47430000, 47440000), ('chr1', 220880000, 220890000))",0.037990856075066894,0.006609375929265068,-0.056997973699143584,-0.03483037822984532
"(('chr1', 47710000, 47720000), ('chr1', 63320000, 63330000))",0.02401610019064896,-0.01450008738070524,0.0006640554187133034,-0.001260402643879796
"(('chr1', 47710000, 47720000), ('chr1', 75120000, 75140000))",0.025798555695403923,0.005586579052641764,0.02023056282539624,-0.004563740810272823
"(('chr1', 47710000, 47720000), ('chr1', 90710000, 90735000))",0.028581245322012144,0.015828334149523955,0.0058163284958242505,-0.0059989691451969055
"(('chr1', 47710000, 47720000), ('chr1', 90830000, 90840000))",0.03309837490615865,-0.01703692735511061,-0.05382725305075524,-0.03900639283800957
"(('chr1', 47710000, 47720000), ('chr1', 92460000, 92500000))",0.02079594641328169,-0.012381501187350069,0.019137368583215412,0.02293954363135423
"(('chr1', 47710000, 47720000), ('chr1', 118970000, 119010000))",0.03759945153255241,0.0010763439260348749,-0.020897219137885302,-0.02079084610312373
"(('chr1', 47710000, 47720000), ('chr1', 180230000, 180240000))",0.017419116749448942,-0.011297978556380057,0.0830443587594576,-0.016130148760159186
"(('chr1', 47710000, 47720000), ('chr1', 197910000, 197920000))",0.04059584364860191,-0.0008213373372287141,-0.049844727241998364,-0.1195664097513095
"(('chr1', 47710000, 47720000), ('chr1', 213980000, 213990000))",0.02089185669890785,0.011996224544306933,-0.03610306061964653,0.06987224133576932
"(('chr1', 47710000, 47720000), ('chr1', 220880000, 220890000))",0.010353972799830717,0.0022415220792577307,-0.02693721572952483,0.03061032397061645
"(('chr1', 50415000, 50430000), ('chr1', 63320000, 63330000))",0.02451276737680305,-0.002482723505750539,0.014156539187948134,-0.0020276848310279397
"(('chr1', 50415000, 50430000), ('chr1', 75120000, 75140000))",0.025333050005336546,0.010490391211234512,0.010716029817130851,0.01628356358793049
"(('chr1', 50415000, 50430000), ('chr1', 90710000, 90735000))",0.03328402042860096,0.009991655676153304,-0.014763406258336912,-0.013868584515854095
"(('chr1', 50415000, 50430000), ('chr1', 90830000, 90840000))",0.033361316334899145,-0.013594407942232774,-0.03152834482205498,-0.014683165793717345
"(('chr1', 50415000, 50430000), ('chr1', 92460000, 92500000))",0.025378602932237513,-0.001905156634358186,0.04130415854285555,0.00915482237429926
"(('chr1', 50415000, 50430000), ('chr1', 118970000, 119010000))",0.04051508508938952,0.014193292998507386,-0.011921245689596049,-0.03232853859472655
"(('chr1', 50415000, 50430000), ('chr1', 165350000, 165360000))",0.021106059121584635,0.017717541384128028,0.01608258467614276,0.0271115330295468
"(('chr1', 50415000, 50430000), ('chr1', 180230000, 180240000))",0.035185371756999415,-0.010738306979409107,0.041483351370290904,-0.01467247017825721
"(('chr1', 50415000, 50430000), ('chr1', 197910000, 197920000))",0.036360240426956306,-0.02158779850727635,-0.023804712840545878,-0.0169355136983878
"(('chr1', 50415000, 50430000), ('chr1', 200030000, 200040000))",0.03113476848034831,-0.01780842183568123,-0.0006825318171325634,0.05400534955950988
"(('chr1', 50415000, 50430000), ('chr1', 213980000, 213990000))",0.03424814093944536,0.03498452383165345,-0.022521169661183747,0.04473277766002285
"(('chr1', 50415000, 50430000), ('chr1', 220880000, 220890000))",0.0503079042174599,-0.01802279497307317,-0.04427406533290622,-0.024150370720261334
"(('chr1', 63320000, 63330000), ('chr1', 75120000, 75140000))",0.034222244771318466,0.01230740839042461,-0.0021643020408617076,-0.01876603923524232
"(('chr1', 63320000, 63330000), ('chr1', 90710000, 90735000))",0.024881328195199975,0.016882529405883737,-0.001266483014641113,-0.0037457237936520723
"(('chr1', 63320000, 63330000), ('chr1', 90830000, 90840000))",0.026665663825743348,-0.014539393030356236,0.015391257049949645,-0.037550441920682104
"(('chr1', 63320000, 63330000), ('chr1', 92460000, 92500000))",0.03167976147774331,0.004050268312052207,0.01913597280194904,-0.006120905298953589
"(('chr1', 63320000, 63330000), ('chr1', 118970000, 119010000))",0.034552771988282015,0.010354460474313723,0.008233497629287214,-0.012254175623818633
"(('chr1', 63320000, 63330000), ('chr1', 165350000, 165360000))",0.029933611116552083,-0.012883925280837868,-0.0012231114832496792,0.0013352808956502283
"(('chr1', 63320000, 63330000), ('chr1', 180230000, 180240000))",0.027440496579483026,-0.009792024819552105,0.006421294332826356,-0.00029728305992747197
"(('chr1', 63320000, 63330000), ('chr1', 197910000, 197920000))",0.034321197095619434,0.005916786133458884,-0.0006109631183218779,-0.03136619701373782
"(('chr1', 63320000, 63330000), ('chr1', 200030000, 200040000))",0.02589154496196364,-0.004545910360398312,-0.008598499316151753,-0.009585820334873566
"(('chr1', 63320000, 63330000), ('chr1', 213980000, 213990000))",0.04960195705055933,0.010006543921384678,-0.03454783047466016,0.06669032880690365
"(('chr1', 63320000, 63330000), ('chr1', 220880000, 220890000))",0.0481339143938641,-0.013605206314483649,-0.013800372807108541,-0.020415174998988816
"(('chr1', 75120000, 75140000), ('chr1', 90710000, 90735000))",0.02896284538084409,0.017959761770879896,0.0038897652314127213,-0.012356971454837065
"(('chr1', 75120000, 75140000), ('chr1', 90830000, 90840000))",0.028373386872361978,-0.0023301018269641064,-0.004201584753730024,-0.010454877638868102
"(('chr1', 75120000, 75140000), ('chr1', 92460000, 92500000))",0.03047490045265799,0.006744052583083283,0.006830182471700493,-0.007918162152522723
"(('chr1', 75120000, 75140000), ('chr1', 118970000, 119010000))",0.031991755338343975,0.025876887895756023,-0.007088020206972063,-0.0011826328598350117
"(('chr1', 75120000, 75140000), ('chr1', 165350000, 165360000))",0.022605206327682606,0.0061811149260462,0.033164054279850176,-0.0062041258212048025
"(('chr1', 75120000, 75140000), ('chr1', 180230000, 180240000))",0.038385842245954795,0.018411588269426585,-0.005180471352182529,0.0029616725545632324
"(('chr1', 75120000, 75140000), ('chr1', 197910000, 197920000))",0.027733949889038823,-0.01892971768332838,0.036141219707490034,-0.024942260320717235
"(('chr1', 75120000, 75140000), ('chr1', 200030000, 200040000))",0.03268961285888613,-0.0017348324315583422,0.0044777815059131604,-0.049346265370992605
"(('chr1', 75120000, 75140000), ('chr1', 213980000, 213990000))",0.035094280574689884,0.04058014788399637,-0.013292875132218353,-0.006101888682494085
"(('chr1', 75120000, 75140000), ('chr1', 220880000, 220890000))",0.04088742031758533,0.004770945458238838,0.03197505288182171,-0.010118427541144705
"(('chr1', 75120000, 75140000), ('chr1', 229490000, 229500000))",0.014016284601424964,0.08698111683726167,-0.01989211048600086,0.042743639502176495
"(('chr1', 90710000, 90735000), ('chr1', 118180000, 118190000))",0.0314949666121921,0.02418731964350678,-0.01257872687801111,-0.02400395939807353
"(('chr1', 90710000, 90735000), ('chr1', 118970000, 119010000))",0.032036434548178776,0.02377920577445626,-0.007832066940329343,-0.010820117355805042
"(('chr1', 90710000, 90735000), ('chr1', 165350000, 165360000))",0.019919333674711232,-0.0024984827877511423,0.03576833634932495,-0.03186905213693183
"(('chr1', 90710000, 90735000), ('chr1', 180230000, 180240000))",0.028717984080950304,0.022130916596034243,0.020487621791154747,0.030277430418232644
"(('chr1', 90710000, 90735000), ('chr1', 197910000, 197920000))",0.02910798098123535,0.013930410311496754,0.006464917832335731,0.00766766986140498
"(('chr1', 90710000, 90735000), ('chr1', 200030000, 200040000))",0.0321006890524835,0.006794450361347064,0.00012437090338147938,-0.04435975853050656
"(('chr1', 90710000, 90735000), ('chr1', 213980000, 213990000))",0.03858905351636976,0.043759123679577384,-0.031678130777031334,0.05294223322436334
"(('chr1', 90710000, 90735000), ('chr1', 220880000, 220890000))",0.04101867481570666,-0.0016782730186301676,-0.03462320197050734,-0.03800832681682322
"(('chr1', 90710000, 90735000), ('chr1', 229490000, 229500000))",0.012446070025818113,-0.002433383663168623,0.031041800163896606,-0.07380809807697714
"(('chr1', 90830000, 90840000), ('chr1', 118970000, 119010000))",0.03597639639305925,-0.006695550651330964,-0.03230754417303516,-0.040658485027233404
"(('chr1', 90830000, 90840000), ('chr1', 165350000, 165360000))",0.016730157032526373,-0.026274013540326845,0.0199166613928222,-0.05725607062039992
"(('chr1', 90830000, 90840000), ('chr1', 180230000, 180240000))",0.03486169967017123,-0.007941221069721399,0.002181207923301634,0.00788100671307055
"(('chr1', 90830000, 90840000), ('chr1', 197910000, 197920000))",0.026401649989910025,-0.03757716242699155,0.054370317895171875,0.04164847387230726
"(('chr1', 90830000, 90840000), ('chr1', 200030000, 200040000))",0.029746978568656206,-0.010151312899745328,-0.0318209416751132,-0.039264202722112035
"(('chr1', 90830000, 90840000), ('chr1', 213980000, 213990000))",0.04268166167846005,-0.0020503393310954037,-0.04227032217252058,0.11773145355539998
"(('chr1', 90830000, 90840000), ('chr1', 220880000, 220890000))",0.040341414039145033,-0.02186606194901036,-0.04276360978143224,-0.027060831620124317
"(('chr1', 90830000, 90840000), ('chr1', 229490000, 229500000))",0.010851209036629181,-0.0264556820311085,0.10508735522547166,0.04551085231360565
"(('chr1', 92460000, 92500000), ('chr1', 118180000, 118190000))",0.017188423922669994,0.021855131100075857,0.02089194955387726,-0.009215435226670551
"(('chr1', 92460000, 92500000), ('chr1', 118970000, 119010000))",0.03136715018788833,0.014366766794485454,0.008340225094967735,-0.007488370854847032
"(('chr1', 92460000, 92500000), ('chr1', 165350000, 165360000))",0.014551141749086866,0.00010360182309175067,0.015571830386922189,-0.013110000831552357
"(('chr1', 92460000, 92500000), ('chr1', 180230000, 180240000))",0.03170478197544362,-0.00787783053171486,0.009041632670701339,0.018529208333267436
"(('chr1', 92460000, 92500000), ('chr1', 197910000, 197920000))",0.033400103754836395,0.002297412972443252,0.03431616687958108,0.033450043767004126
"(('chr1', 92460000, 92500000), ('chr1', 200030000, 200040000))",0.036427966169033016,-0.011473352186856245,0.005212409453602513,0.032628623243097135
"(('chr1', 92460000, 92500000), ('chr1', 213980000, 213990000))",0.03145088268198201,-0.006002458414092631,-0.008365845256247546,0.07205479078615967
"(('chr1', 92460000, 92500000), ('chr1', 220880000, 220890000))",0.040304449862405986,-0.009401471757440182,-0.03145834901743835,0.007229299719340344
"(('chr1', 118180000, 118190000), ('chr1', 165350000, 165360000))",0.038036758926710545,-0.026628766262862417,-0.0055797761290239676,0.06077174399659227
"(('chr1', 118180000, 118190000), ('chr1', 180230000, 180240000))",0.0258983754302919,0.005199793280945393,-0.061463085493051066,-0.05643406087754038
"(('chr1', 118180000, 118190000), ('chr1', 213980000, 213990000))",0.02712606610715477,0.00475694150045944,-0.037373027060231434,0.0722226334359569
"(('chr1', 118970000, 119010000), ('chr1', 165350000, 165360000))",0.034406215391994024,0.003619200943900017,-0.026566004263710547,-0.005895449887943856
"(('chr1', 118970000, 119010000), ('chr1', 180230000, 180240000))",0.02939448428300963,0.03500206227143345,0.0061466022885755586,0.001998844377999254
"(('chr1', 118970000, 119010000), ('chr1', 197910000, 197920000))",0.03681095466999604,-0.00268537386199826,0.005344513932175847,0.017404903584253322
"(('chr1', 118970000, 119010000), ('chr1', 200030000, 200040000))",0.030076312506747173,0.013402335395189488,-0.0005933259958675413,-0.04090299165534867
"(('chr1', 118970000, 119010000), ('chr1', 213980000, 213990000))",0.043637822671612224,0.022997321662914086,-0.05642177102618507,-0.02206913524746449
"(('chr1', 118970000, 119010000), ('chr1', 220880000, 220890000))",0.0339183490837018,0.008220240787967611,0.016018571826568396,0.0370445687189596
"(('chr1', 165350000, 165360000), ('chr1', 180230000, 180240000))",0.031330539127565345,0.006721065131666754,0.0045303366612704675,-0.0019375873884708383
"(('chr1', 165350000, 165360000), ('chr1', 197910000, 197920000))",0.02576806176304793,-0.006382283977056204,0.003746183938906374,-0.008182300771561634
"(('chr1', 165350000, 165360000), ('chr1', 200030000, 200040000))",0.01724944465937772,-0.007484887028144993,0.04382492335142235,-0.018460057067222597
"(('chr1', 165350000, 165360000), ('chr1', 213980000, 213990000))",0.032238899059979044,0.013897966569788969,-0.02823901194957094,-0.00045974413378994467
"(('chr1', 165350000, 165360000), ('chr1', 220880000, 220890000))",0.033372471352028484,-0.017619332165653354,0.002172194817768952,0.004352396237030104
"(('chr1', 165350000, 165360000), ('chr1', 229490000, 229500000))",-0.009599944304583463,0.004505217362966922,0.03467755121608869,-0.010546303336181485
"(('chr1', 180230000, 180240000), ('chr1', 197910000, 197920000))",0.03615478824627395,0.0009953820175399042,0.008387259173225692,0.030243798410184056
"(('chr1', 180230000, 180240000), ('chr1', 200030000, 200040000))",0.03650871241980555,-0.010800060138395122,0.004761962978819373,-0.01672678778283088
"(('chr1', 180230000, 180240000), ('chr1', 213980000, 213990000))",0.041786878820383275,0.002680987010932265,-0.03714996010436285,0.04951174306345337
"(('chr1', 180230000, 180240000), ('chr1', 220880000, 220890000))",0.05212033525918433,-0.015438193592503289,-0.02944055955635469,0.002358197136546245
"(('chr1', 197910000, 197920000), ('chr1', 213980000, 213990000))",0.028887371476868134,-0.0044922707513287774,-0.04124036173806045,0.010529498708691725
"(('chr1', 197910000, 197920000), ('chr1', 220880000, 220890000))",0.030209771565819325,-0.013513181426891476,0.004441302043782458,0.04435484994779407
"(('chr1', 197910000, 197920000), ('chr1', 229490000, 229500000))",0.0006586529092559972,0.00253459015217582,-0.02537702332604962,0.011393637072459089
"(('chr1', 200030000, 200040000), ('chr1', 213980000, 213990000))",0.027698294781562036,0.005433003040609904,-0.032852173250850325,0.04596311494275633
"(('chr1', 200030000, 200040000), ('chr1', 220880000, 220890000))",0.035177838691322995,0.00197552781373344,-0.016042946725510425,2.2348061825832235e-05
"(('chr1', 213980000, 213990000), ('chr1', 220880000, 220890000))",0.041460065368026905,-0.00555702699130497,-0.037651099662180366,0.035406143650440265
"(('chr1', 220880000, 220890000), ('chr1', 229490000, 229500000))",0.02940231199890014,-0.026951818557079146,-0.04668327656066039,-0.03877168382225435
"(('chr2', 5690000, 5700000), ('chr2', 19350000, 19360000))",0.0043270175624964494,0.012370790222497399,0.03321254530273793,0.02137225757164111
"(('chr2', 5690000, 5700000), ('chr2', 44930000, 44940000))",0.0005021429666023202,0.0359165679891726,0.007162204754614921,-0.013842724059553498
"(('chr2', 5690000, 5700000), ('chr2', 45000000, 45010000))",0.008724833006696414,0.03753582820580433,0.04810449798609522,-0.008890946241428043
"(('chr2', 5690000, 5700000), ('chr2', 63050000, 63060000))",0.0062630480638901425,0.02529781752645396,0.056353174556832204,-0.02942699650707153
"(('chr2', 5690000, 5700000), ('chr2', 66430000, 66440000))",0.01923515786864723,0.011155390157197806,-0.010717117459247949,0.0727985211184542
"(('chr2', 5690000, 5700000), ('chr2', 66575000, 66585000))",0.007366333620103295,0.042072599560194754,0.04146951768303946,0.0059460979578586605
"(('chr2', 5690000, 5700000), ('chr2', 70880000, 70890000))",0.007612034821405929,0.03567848954510869,0.014071435093130554,0.027718196497306325
"(('chr2', 5690000, 5700000), ('chr2', 72140000, 72150000))",-0.014802329882797541,0.0059266650289616606,-0.012314001083719422,0.010494281299082583
"(('chr2', 5690000, 5700000), ('chr2', 74455000, 74465000))",-0.01081921134442544,0.023772203426681307,0.015524459257245046,0.0042346492809067805
"(('chr2', 5690000, 5700000), ('chr2', 118218000, 118228000))",0.012266314958425137,0.04659550407153912,0.019111820402361396,-0.012280571415041958
"(('chr2', 5690000, 5700000), ('chr2', 118830000, 118840000))",0.009894405532990657,0.06135247512024786,0.008676223243829566,0.0184484927487492
"(('chr2', 5690000, 5700000), ('chr2', 156315000, 156345000))",0.01400207754115994,-0.03838807420923619,0.13856258535174892,-0.006516109455336353
"(('chr2', 5690000, 5700000), ('chr2', 170350000, 170360000))",0.027154110642587808,0.03388696482501547,-0.02280649734178412,-0.03837410420717111
"(('chr2', 5690000, 5700000), ('chr2', 170710000, 170720000))",-0.004372412398231364,0.03853281410783094,0.008996664005473326,-0.02404170283436885
